June 5, 2018 Consolidated Statewide Direct Primary Election

Report generated on: Monday, June 18, 2018 at 04:27:41 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN ''HAWK'' MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	WRITE-IN	WRITE-IN K. PEARCE	WRITE-IN VERONIKA FIMBRES	WRITE-IN ARMANDO M. ARREOLA	WRITE-IN ARMAN SOLTANI	WRITE-IN PETER CRAWFORD VALENTINO	Under Vote	Over Vote
Pct 7835	VBM	7835	1	808	338	41.83	252	19	8	10	1	30	6	0	13	0
Pct 7836	Election Day	7836	1	979	199	20.33	142	8	15	11	3	5	5	0	10	0
Pct 7836	VBM	7836	1	979	421	43.00	299	22	27	20	3	26	3	1	20	0
Pct 7837	Election Day	7837	1	883	237	26.84	177	10	13	9	0	10	6	0	11	0
Pct 7837	VBM	7837	1	883	339	38.39	265	13	13	5	2	14	6	0	21	0
Pct 7838	Election Day	7838	1	891	210	23.57	148	13	10	8	1	7	2	0	21	0
Pct 7838	VBM	7838	1	891	413	46.35	307	19	25	12	4	13	6	1	25	0
Pct 7839	Election Day	7839	1	830	172	20.72	123	7	10	15	0	6	1	1	11	0
Pct 7839	VBM	7839	1	830	389	46.87	286	16	20	19	3	22	6	0	16	0
Pct 7841	Election Day	7841	1	898	240	26.73	160	15	23	16	2	3	5	1	15	0
Pct 7841	VBM	7841	1	898	353	39.31	249	8	38	13	1	12	8	1	23	0
Pct 7842	Election Day	7842	1	873	214	24.51	146	9	20	18	2	4	4	0	11	0
Pct 7842	VBM	7842	1	873	308	35.28	199	12	31	18	1	16	8	2	19	0
Pct 7843	Election Day	7843	1	751	182	24.23	119	16	27	7	0	3	4	1	6	0
Pct 7843	VBM	7843	1	751	267	35.55	169	10	32	18	1	11	6	0	19	1
Pct 7844	Election Day	7844	1	635	160	25.20	89	15	32	7	1	5	1	1	8	0
Pct 7844	VBM	7844	1	635	245	38.58	142	13	32	18	3	7	7	0	24	0
Pct 7845	Election Day	7845	1	803	202	25.16	131	17	11	9	2	8	2	0	23	0
Pct 7845	VBM	7845	1	803	314	39.10	255	5	17	9	0	9	4	0	16	0
Pct 7846	Election Day	7846	1	871	221	25.37	142	7	15	14	2	18	5	0	18	1
Pct 7846	VBM	7846	1	871	330	37.89	237	11	20	10	5	20	4	0	20	0
Pct 7847	Election Day	7847	1	878	207	23.58	136	10	24	7	1	12	6	0	11	0
Pct 7847	VBM	7847	1	878	358	40.77	256	21	33	6	3	15	3	1	22	0
Pct 7848	Election Day	7848	1	838	209	24.94	152	11	12	6	0	10	2	1	17	0
Pct 7848	VBM	7848	1	838	346	41.29	258	12	18	14	4	12	6	1	22	1
Pct 7849	Election Day	7849	1	904	237	26.22	158	10	20	19	1	10	3	0	17	0
Pct 7849	VBM	7849	1	904	353	39.05	242	13	29	21	1	16	8	1	22	0
Pct 7851	Election Day	7851	1	493	118	23.94	79	5	7	3	1	13	2	2	6	0
Pct 7851	VBM	7851	1	493	204	41.38	152	9	4	3	1	15	6	0	14	0
Pct 7852	Election Day	7852	1	634	104	16.40	72	5	6	2	1	10	4	0	4	0
Pct 7852	VBM	7852	1	634	303	47.79	219	16	14	8	3	29	4	0	10	0
Pct 7853	Election Day	7853	1	837	180	21.51	127	8	14	6	4	7	1	0	13	0
Pct 7853	VBM	7853	1	837	333	39.78	252	27	13	6	1	13	5	0	15	1
Pct 7854	Election Day	7854	1	874	216	24.71	149	7	22	13	3	8	3	0	11	0
Pct 7854	VBM	7854	1	874	346	39.59	249	18	24	13	0	18	5	1	17	1
Pct 7855	Election Day	7855	1	949	259	27.29	168	24	23	15	2	3	6	0	18	0
Pct 7855	VBM	7855	1	949	359	37.83	233	19	26	17	4	25	7	0	30	0
Pct 7856	Election Day	7856	1	790	204	25.82	133	10	17	17	2	6	6	0	12	0
Pct 7856	VBM	7856	1	790	312	39.49	227	16	21	20	1	11	1	1	15	0
Pct 7857	Election Day	7857	1	913	225	24.64	132	11	36	15	4	7	3	1	16	1
Pct 7857	VBM	7857	1	913	350	38.34	219	17	43	21	1	24	6	0	19	0
Pct 7858	Election Day	7858	1	743	192	25.84	116	8	34	10	3	2	4	0	15	0
Pct 7858	VBM	7858	1	743	252	33.92	141	15	50	20	0	8	3	0	13	1
Pct 7859	Election Day	7859	1	879	219	24.91	171	9	12	7	0	7	1	1	11	0
Pct 7859	VBM	7859	1	879	352	40.05	253	17	18	8	4	26	4	0	22	0
Pct 7861	Election Day	7861	1	835	184	22.04	121	7	22	9	3	6	2	2	12	0
Pct 7861	VBM	7861	1	835	367	43.95	259	14	26	15	1	30	2	1	19	0
Pct 7862	Election Day	7862	1	850	237	27.88	151	14	31	7	2	11	5	0	16	0
Pct 7862	VBM	7862	1	850	323	38.00	225	12	28	17	1	17	8	0	16	0
Pct 7863	Election Day	7863	1	870	237	27.24	159	11	20	16	0	11	7	1	12	0
Pct 7863	VBM	7863	1	870	302	34.71	190	21	32	19	1	15	4	0	20	0
Pct 7864	Election Day	7864	1	773	188	24.32	113	19	21	10	0	9	6	0	10	0
Pct 7864	VBM	7864	1	773	284	36.74	189	20	25	19	2	15	4	0	12	0
Pct 7865	Election Day	7865	1	808	178	22.03	103	12	19	14	3	10	4	0	13	0
Pct 7865	VBM	7865	1	808	310	38.37	221	18	16	17	1	20	0	0	17	0
Pct 7866	Election Day	7866	1	816	184	22.55	126	8	5	8	5	15	4	0	12	1
Pct 7866	VBM	7866	1	816	389	47.67	255	20	16	12	6	52	2	1	23	2
Pct 7867	Election Day	7867	1	932	209	22.42	146	6	7	5	2	14	4	1	24	0
Pct 7867	VBM	7867	1	932	385	41.31	275	17	22	15	2	19	5	1	26	0
Pct 7868	Election Day	7868	1	860	218	25.35	158	12	18	4	0	11	3	1	11	0
Pct 7868	VBM	7868	1	860	324	37.67	248	12	19	7	3	17	3	0	13	1
Pct 7869	Election Day	7869	1	842	219	26.01	153	6	19	13	2	12	4	0	9	0
Pct 7869	VBM	7869	1	842	376	44.66	277	14	19	18	6	18	6	0	18	1
Pct 7871	Election Day	7871	1	882	240	27.21	167	12	22	7	3	12	2	0	16	2
Pct 7871	VBM	7871	1	882	364	41.27	264	15	19	15	5	13	10	1	21	0
Pct 7872	Election Day	7872	1	864	242	28.01	175	10	15	11	2	7	3	0	19	0
Pct 7872	VBM	7872	1	864	369	42.71	271	13	20	21	3	15	4	0	21	1
Pct 7873	Election Day	7873	1	841	231	27.47	171	11	19	4	2	5	7	0	12	0
Pct 7873	VBM	7873	1	841	387	46.02	293	12	25	11	3	19	5	1	18	0
Pct 7874	Election Day	7874	1	453	85	18.76	59	2	7	4	2	5	1	0	5	0
Pct 7874	VBM	7874	1	453	174	38.41	126	8	14	9	0	3	0	1	12	0
Pct 7875	Election Day	7875	1	615	127	20.65	73	10	15	10	0	8	1	0	10	0
Pct 7875	VBM	7875	1	615	203	33.01	122	8	22	9	2	16	9	1	15	1
Pct 7876	Election Day	7876	1	491	101	20.57	65	8	12	4	1	3	2	0	6	0
Pct 7876	VBM	7876	1	491	148	30.14	105	15	6	7	0	2	0	0	14	0
Pct 7901	Election Day	7901	1	466	87	18.67	59	6	8	4	0	3	2	0	6	0
Pct 7901	VBM	7901	1	466	133	28.54	88	10	15	3	1	3	3	0	10	0
Pct 7902	Election Day	7902	1	921	188	20.41	93	14	46	12	0	10	2	0	11	0
Pct 7902	VBM	7902	1	921	259	28.12	143	13	48	18	2	12	2	1	19	1
Pct 7903	Election Day	7903	1	819	144	17.58	83	6	12	17	0	8	5	0	12	1
Pct 7903	VBM	7903	1	819	244	29.79	138	13	34	19	5	15	3	0	17	0
Pct 7904	Election Day	7904	1	846	137	16.19	70	9	27	15	1	8	1	0	6	0
Pct 7904	VBM	7904	1	846	248	29.31	149	8	30	19	2	23	3	0	15	0
Pct 7905	Election Day	7905	1	821	199	24.24	117	8	34	13	5	6	2	0	13	0
Pct 7905	VBM	7905	1	821	275	33.50	178	22	40	5	2	9	5	0	10	1
Pct 7906	Election Day	7906	1	769	164	21.33	89	7	34	13	1	1	3	0	15	0
Pct 7906	VBM	7906	1	769	214	27.83	131	12	39	15	1	5	4	0	8	0
Pct 7907	Election Day	7907	1	926	201	21.71	103	11	51	17	2	2	2	0	11	0
Pct 7907	VBM	7907	1	926	286	30.89	168	12	49	23	2	9	7	0	15	0
Pct 7908	Election Day	7908	1	936	191	20.41	108	5	35	11	1	9	4	0	18	0
Pct 7908	VBM	7908	1	936	267	28.53	139	19	39	18	4	17	5	0	25	1
Pct 7909	Election Day	7909	1	726	190	26.17	92	16	42	18	1	4	5	0	12	0
Pct 7909	VBM	7909	1	726	221	30.44	129	9	33	25	2	3	7	0	12	1
Pct 7911	Election Day	7911	1	849	192	22.61	119	8	21	15	1	7	3	1	17	0
Pct 7911	VBM	7911	1	849	250	29.45	152	13	41	10	1	11	3	1	17	0
Pct 7912	Election Day	7912	1	1036	215	20.75	101	16	48	16	3	3	6	0	20	0
Pct 7912	VBM	7912	1	1036	314	30.31	188	16	45	26	1	5	6	1	22	0
Pct 7913	Election Day	7913	1	887	240	27.06	137	9	46	18	3	5	4	0	18	0
Pct 7913	VBM	7913	1	887	244	27.51	126	9	50	22	5	12	5	1	14	1
Pct 7914	Election Day	7914	1	833	208	24.97	123	7	36	12	4	5	3	0	17	1
Pct 7914	VBM	7914	1	833	253	30.37	151	12	38	22	1	9	4	1	10	4
Pct 7915	Election Day	7915	1	802	213	26.56	121	5	36	23	3	6	4	1	13	1
Pct 7915	VBM	7915	1	802	222	27.68	128	9	41	11	5	5	4	0	16	2
Pct 7916	Election Day	7916	1	887	215	24.24	119	16	29	25	0	6	6	0	14	0
Pct 7916	VBM	7916	1	887	289	32.58	180	10	38	22	3	13	8	0	14	1
Pct 7917	Election Day	7917	1	983	254	25.84	134	17	40	25	2	7	8	0	22	0
Pct 7917	VBM	7917	1	983	287	29.20	167	11	48	28	5	7	4	0	14	3
Pct 7918	Election Day	7918	1	790	191	24.18	88	12	42	23	0	4	5	1	16	0
Pct 7918	VBM	7918	1	790	234	29.62	149	9	43	15	0	6	3	0	9	1
Pct 7919	Election Day	7919	1	857	217	25.32	124	8	34	23	1	3	5	0	17	2
Pct 7919	VBM	7919	1	857	241	28.12	140	13	39	23	2	11	4	0	9	0
Pct 7921	Election Day	7921	1	883	151	17.10	89	6	21	11	0	2	11	1	11	0
Pct 7921	VBM	7921	1	883	210	23.78	127	5	27	13	3	19	3	0	13	0
Pct 7922	Election Day	7922	1	797	182	22.84	83	9	57	14	1	4	2	0	11	0
Pct 7922	VBM	7922	1	797	241	30.24	156	15	22	20	1	11	2	0	13	0
Pct 7923	Election Day	7923	1	863	202	23.41	120	7	35	13	2	3	6	1	15	0
Pct 7923	VBM	7923	1	863	241	27.93	133	13	32	17	2	13	10	0	18	3
Pct 7924	Election Day	7924	1	806	172	21.34	90	8	35	15	1	3	5	0	13	1
Pct 7924	VBM	7924	1	806	247	30.65	153	12	34	19	0	14	6	0	9	0
Pct 7925	Election Day	7925	1	570	114	20.00	68	6	25	8	0	1	1	0	4	1
Pct 7925	VBM	7925	1	570	191	33.51	113	6	37	11	1	5	4	0	14	0
Pct 7926	Election Day	7926	1	768	177	23.05	110	4	28	23	0	2	4	0	6	0
Pct 7926	VBM	7926	1	768	296	38.54	172	20	30	22	2	19	6	1	24	0
Pct 7927	Election Day	7927	1	733	187	25.51	111	7	41	11	0	4	3	0	10	0
Pct 7927	VBM	7927	1	733	289	39.43	189	16	40	19	0	6	4	0	16	0
Pct 7928	Election Day	7928	1	899	253	28.14	163	15	34	13	1	10	7	0	11	0
Pct 7928	VBM	7928	1	899	297	33.04	194	13	41	19	1	7	7	0	13	0
Pct 7929	Election Day	7929	1	840	200	23.81	133	10	27	11	0	3	3	0	14	0
Pct 7929	VBM	7929	1	840	367	43.69	247	14	51	16	4	7	4	0	21	1
Pct 7931	Election Day	7931	1	732	189	25.82	130	10	17	4	1	5	4	0	18	0
Pct 7931	VBM	7931	1	732	317	43.31	233	12	21	15	2	8	6	0	21	0
Pct 7932	Election Day	7932	1	551	112	20.33	66	10	16	6	0	5	4	0	5	0
Pct 7932	VBM	7932	1	551	225	40.83	145	13	21	9	3	10	8	0	16	0
Pct 7933 MB	Election Day	7933	1	8	0	0.00	0	0	0	0	0	0	0	0	0	0
Pct 7933 MB	VBM	7933	1	8	4	50.00	4	0	0	0	0	0	0	0	0	0
Pct 7934	Election Day	7934	1	885	195	22.03	113	11	35	10	0	6	2	0	22	0
Pct 7934	VBM	7934	1	885	328	37.06	220	16	42	18	4	8	1	1	16	0
Pct 7935	Election Day	7935	1	938	283	30.17	169	10	40	20	1	6	11	1	25	0
Pct 7935	VBM	7935	1	938	370	39.45	243	19	31	18	0	17	15	0	25	0
Pct 7936	Election Day	7936	1	832	246	29.57	156	8	40	15	0	6	7	0	15	0
Pct 7936	VBM	7936	1	832	326	39.18	217	14	26	22	2	9	16	0	19	0
Pct 7937	Election Day	7937	1	874	223	25.51	148	5	27	12	1	4	4	0	22	0
Pct 7937	VBM	7937	1	874	309	35.35	226	16	23	12	6	13	3	0	10	0
Pct 7938	Election Day	7938	1	774	162	20.93	100	7	16	14	1	3	2	1	18	0
Pct 7938	VBM	7938	1	774	247	31.91	141	12	36	29	2	8	3	0	16	0
Pct 7939	Election Day	7939	1	667	186	27.89	129	8	18	17	2	2	1	0	7	0
Pct 7939	VBM	7939	1	667	230	34.48	146	6	29	14	1	15	4	0	13	1
Pct 7941	Election Day	7941	1	728	167	22.94	114	9	20	4	1	5	2	2	9	0
Pct 7941	VBM	7941	1	728	236	32.42	152	10	24	11	3	6	4	0	25	0
Pct 7942	Election Day	7942	1	893	166	18.59	108	6	20	5	3	10	2	0	11	0
Pct 7942	VBM	7942	1	893	286	32.03	205	13	16	11	3	12	4	1	22	0
Pct 7943	Election Day	7943	1	887	192	21.65	127	8	15	12	2	13	3	0	12	0
Pct 7943	VBM	7943	1	887	319	35.96	210	17	17	15	4	30	8	0	16	0
Pct 7944	Election Day	7944	1	769	201	26.14	141	6	34	7	0	1	4	0	9	0
Pct 7944	VBM	7944	1	769	235	30.56	154	10	30	12	1	12	3	0	12	1
Pct 7945	Election Day	7945	1	897	118	13.15	81	6	10	3	1	4	2	0	11	0
Pct 7945	VBM	7945	1	897	294	32.78	187	13	29	27	1	14	4	0	16	0
Pct 7946	Election Day	7946	1	909	134	14.74	85	8	12	5	2	7	2	0	11	1
Pct 7946	VBM	7946	1	909	348	38.28	216	10	7	16	6	53	5	3	28	1
Pct 7947	Election Day	7947	1	894	128	14.32	83	8	4	5	1	7	3	1	17	0
Pct 7947	VBM	7947	1	894	327	36.58	200	16	13	9	8	38	7	0	37	0
Pct 7948	Election Day	7948	1	900	165	18.33	100	10	19	6	2	10	5	1	12	0
Pct 7948	VBM	7948	1	900	313	34.78	203	8	18	7	3	44	7	0	23	2
Pct 7949	Election Day	7949	1	552	78	14.13	37	3	6	4	2	14	0	0	9	0
Pct 7949	VBM	7949	1	552	224	40.58	142	1	6	8	6	34	4	0	23	0
Pct 7951	Election Day	7951	1	830	97	11.69	61	2	8	6	0	10	0	0	10	0
Pct 7951	VBM	7951	1	830	341	41.08	183	13	15	13	3	67	6	1	40	0
Pct 7952	Election Day	7952	1	823	100	12.15	54	8	2	1	3	14	2	0	16	0
Pct 7952	VBM	7952	1	823	288	34.99	173	12	15	26	5	27	4	1	25	1
Pct 7953	Election Day	7953	1	795	103	12.96	72	7	10	2	1	6	1	0	6	0
Pct 7953	VBM	7953	1	795	294	36.98	174	14	7	16	6	53	4	1	19	0
Pct 7954 MB	Election Day	7954	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0
Pct 7954 MB	VBM	7954	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0
Pct 7955	Election Day	7955	1	854	116	13.58	72	6	14	4	1	9	3	0	7	0
Pct 7955	VBM	7955	1	854	320	37.47	190	15	10	8	3	53	9	0	31	1
Pct 7956	Election Day	7956	1	779	101	12.97	55	2	5	4	1	14	2	0	18	0
Pct 7956	VBM	7956	1	779	247	31.71	143	15	11	7	6	45	2	0	15	0
Pct 7957	Election Day	7957	1	623	97	15.57	73	2	6	1	0	4	2	1	7	0
Pct 7957	VBM	7957	1	623	217	34.83	150	7	12	3	4	21	5	0	14	1
Pct 7958 MB	Election Day	7958	1	263	13	4.94	3	1	5	0	1	0	2	0	2	0
Pct 7958 MB	VBM	7958	1	263	104	39.54	58	5	4	4	4	15	1	0	11	2
Pct 7959	Election Day	7959	1	695	110	15.83	62	12	11	6	0	3	7	0	9	0
Pct 7959	VBM	7959	1	695	190	27.34	123	15	19	5	1	3	6	1	16	1
Pct 9101	Election Day	9101	1	833	190	22.81	104	13	17	9	8	17	5	0	17	0
Pct 9101	VBM	9101	1	833	323	38.78	188	20	14	8	8	49	7	0	29	0
Pct 9102	Election Day	9102	1	950	182	19.16	97	10	14	7	3	30	9	0	13	0
Pct 9102	VBM	9102	1	950	335	35.26	213	14	15	12	8	49	5	0	15	0
Pct 9103	Election Day	9103	1	924	174	18.83	108	9	8	10	7	14	4	2	12	0
Pct 9103	VBM	9103	1	924	302	32.68	177	15	13	8	10	43	3	3	30	0
Pct 9104	Election Day	9104	1	937	176	18.78	80	11	15	16	2	21	4	1	25	1
Pct 9104	VBM	9104	1	937	332	35.43	190	23	27	9	5	41	7	0	30	0
Pct 9105	Election Day	9105	1	888	191	21.51	111	13	11	7	4	15	7	1	21	0
Pct 9105	VBM	9105	1	888	339	38.18	196	23	32	17	4	41	3	1	22	1
Pct 9106	Election Day	9106	1	907	213	23.48	130	14	13	7	3	23	5	0	17	0
Pct 9106	VBM	9106	1	907	334	36.82	199	20	17	17	4	42	4	1	25	1
Pct 9107	Election Day	9107	1	806	164	20.35	98	12	13	6	2	13	3	0	17	0
Pct 9107	VBM	9107	1	806	246	30.52	114	19	24	19	10	28	6	0	25	0
Pct 9108	Election Day	9108	1	761	185	24.31	110	13	28	5	1	17	3	1	8	0
Pct 9108	VBM	9108	1	761	220	28.91	150	12	11	6	2	19	3	0	18	0
Pct 9109	Election Day	9109	1	848	205	24.17	103	16	23	9	2	21	7	0	25	0
Pct 9109	VBM	9109	1	848	285	33.61	188	11	18	7	3	20	2	0	32	0
Pct 9111	Election Day	9111	1	756	150	19.84	87	10	17	5	1	16	1	0	13	0
Pct 9111	VBM	9111	1	756	226	29.89	121	9	28	14	5	31	4	0	14	1
Pct 9112	Election Day	9112	1	918	211	22.98	117	13	24	10	4	16	8	0	19	0
Pct 9112	VBM	9112	1	918	295	32.14	176	18	28	9	4	21	12	0	26	1
Pct 9113	Election Day	9113	1	959	231	24.09	125	17	17	17	7	22	7	1	18	0
Pct 9113	VBM	9113	1	959	351	36.60	232	14	23	11	3	36	5	0	25	1
Pct 9114	Election Day	9114	1	820	170	20.73	97	16	11	12	2	10	3	0	17	2
Pct 9114	VBM	9114	1	820	273	33.29	150	12	22	19	3	29	4	0	31	2
Pct 9115	Election Day	9115	1	873	172	19.70	95	14	21	10	1	14	8	0	9	0
Pct 9115	VBM	9115	1	873	287	32.88	153	15	33	19	2	27	6	1	28	1
Pct 9116	Election Day	9116	1	903	193	21.37	91	22	23	13	5	11	5	2	19	0
Pct 9116	VBM	9116	1	903	314	34.77	177	13	34	14	1	37	8	1	24	1
Pct 9117	Election Day	9117	1	756	180	23.81	108	11	11	8	3	16	7	1	13	0
Pct 9117	VBM	9117	1	756	285	37.70	190	9	8	5	8	26	9	0	28	1
Pct 9118	Election Day	9118	1	923	184	19.93	97	11	21	10	4	14	7	0	20	0
Pct 9118	VBM	9118	1	923	268	29.04	145	15	16	14	3	38	6	1	29	1
Pct 9119	Election Day	9119	1	856	152	17.76	78	20	15	3	2	11	6	0	19	0
Pct 9119	VBM	9119	1	856	323	37.73	183	16	18	14	12	39	7	1	32	1
Pct 9121	Election Day	9121	1	890	188	21.12	97	11	22	6	1	23	6	1	21	0
Pct 9121	VBM	9121	1	890	274	30.79	168	18	11	13	2	34	4	0	24	0
Pct 9122	Election Day	9122	1	913	131	14.35	81	8	12	3	0	12	1	0	14	0
Pct 9122	VBM	9122	1	913	292	31.98	159	15	21	18	5	44	2	0	27	0
Pct 9123	Election Day	9123	1	829	175	21.11	96	18	16	10	1	20	2	0	12	0
Pct 9123	VBM	9123	1	829	270	32.57	141	19	24	18	6	42	5	1	13	0
Pct 9124	Election Day	9124	1	832	150	18.03	78	13	15	5	3	17	2	0	15	2
Pct 9124	VBM	9124	1	832	290	34.86	160	16	16	15	2	41	7	0	31	1
Pct 9125	Election Day	9125	1	822	159	19.34	93	8	15	5	4	9	7	0	16	1
Pct 9125	VBM	9125	1	822	299	36.37	186	26	14	12	4	31	5	0	24	0
Pct 9126	Election Day	9126	1	945	186	19.68	99	10	17	13	3	16	5	1	21	1
Pct 9126	VBM	9126	1	945	350	37.04	182	13	33	11	8	57	9	1	35	1
Pct 9127	Election Day	9127	1	908	209	23.02	134	9	13	9	2	18	5	0	19	0
Pct 9127	VBM	9127	1	908	315	34.69	189	20	21	20	2	36	5	0	23	0
Pct 9128	Election Day	9128	1	805	188	23.35	107	13	12	12	2	20	5	0	17	0
Pct 9128	VBM	9128	1	805	296	36.77	177	15	8	11	9	46	7	2	21	0
Pct 9129	Election Day	9129	1	713	173	24.26	101	16	15	10	1	10	5	0	15	0
Pct 9129	VBM	9129	1	713	225	31.56	144	10	10	6	4	20	5	1	21	1
Pct 9131	Election Day	9131	1	740	151	20.41	81	17	22	7	2	11	2	1	8	0
Pct 9131	VBM	9131	1	740	274	37.03	156	14	20	16	4	37	5	0	19	1
Pct 9132	Election Day	9132	1	827	167	20.19	88	11	26	10	1	6	5	2	18	0
Pct 9132	VBM	9132	1	827	251	30.35	136	19	21	20	4	18	4	1	26	2
Pct 9133	Election Day	9133	1	1007	188	18.67	130	10	17	9	1	4	2	0	15	0
Pct 9133	VBM	9133	1	1007	388	38.53	231	22	35	18	7	29	9	0	35	1
Pct 9134	Election Day	9134	1	893	132	14.78	72	10	17	11	3	7	1	1	10	0
Pct 9134	VBM	9134	1	893	297	33.26	174	18	33	10	5	26	4	0	24	0
Pct 9135	Election Day	9135	1	778	149	19.15	74	7	11	6	3	23	11	1	13	0
Pct 9135	VBM	9135	1	778	269	34.58	158	19	10	9	19	34	3	1	14	1
Pct 9136	Election Day	9136	1	894	191	21.36	108	17	22	11	1	13	5	0	14	0
Pct 9136	VBM	9136	1	894	289	32.33	177	12	25	7	2	27	8	0	25	2
Pct 9137	Election Day	9137	1	946	201	21.25	94	14	21	14	6	30	7	1	14	0
Pct 9137	VBM	9137	1	946	323	34.14	184	11	26	12	6	34	7	2	35	3
Pct 9138	Election Day	9138	1	892	155	17.38	90	6	15	5	3	17	1	0	19	0
Pct 9138	VBM	9138	1	892	323	36.21	208	16	13	16	7	41	4	0	20	0
Pct 9139	Election Day	9139	1	912	163	17.87	82	12	10	10	4	26	3	0	16	1
Pct 9139	VBM	9139	1	912	356	39.04	192	18	14	9	10	70	10	1	31	0
Pct 9141	Election Day	9141	1	904	168	18.58	98	11	19	6	1	15	4	0	12	0
Pct 9141	VBM	9141	1	904	328	36.28	198	18	24	16	9	39	7	1	17	0
Pct 9142	Election Day	9142	1	921	219	23.78	125	24	21	8	5	12	3	2	18	0
Pct 9142	VBM	9142	1	921	288	31.27	183	20	16	12	5	19	6	0	28	0
Pct 9143	Election Day	9143	1	887	196	22.10	116	9	24	7	1	13	5	0	21	0
Pct 9143	VBM	9143	1	887	315	35.51	158	14	24	24	6	52	10	0	24	0
Pct 9144	Election Day	9144	1	931	221	23.74	113	12	29	13	6	22	4	0	21	0
Pct 9144	VBM	9144	1	931	322	34.59	182	14	21	13	7	41	11	0	35	0
Pct 9145	Election Day	9145	1	837	197	23.54	105	13	21	8	2	20	8	1	18	1
Pct 9145	VBM	9145	1	837	282	33.69	180	12	24	8	5	31	4	1	16	1
Pct 9146	Election Day	9146	1	866	206	23.79	118	9	31	11	3	11	4	2	17	0
Pct 9146	VBM	9146	1	866	297	34.30	173	13	36	16	5	27	4	0	23	1
Pct 9147	Election Day	9147	1	920	227	24.67	126	14	30	16	7	12	2	0	19	0
Pct 9147	VBM	9147	1	920	318	34.57	180	10	25	32	1	26	6	0	38	2
Pct 9148	Election Day	9148	1	946	226	23.89	122	28	21	11	4	12	9	1	18	0
Pct 9148	VBM	9148	1	946	322	34.04	200	20	22	21	3	26	8	0	19	0
Pct 9149	Election Day	9149	1	884	196	22.17	101	11	29	13	7	15	3	0	17	0
Pct 9149	VBM	9149	1	884	296	33.48	171	19	30	19	1	28	6	0	23	0
Pct 9151	Election Day	9151	1	806	152	18.86	101	11	14	4	1	12	2	0	8	0
Pct 9151	VBM	9151	1	806	267	33.13	178	8	14	7	8	25	7	0	21	0
Pct 9152	Election Day	9152	1	712	67	9.41	34	4	10	5	3	3	2	0	5	0
Pct 9152	VBM	9152	1	712	138	19.38	76	2	12	8	2	23	6	0	7	1
Pct 9201	Election Day	9201	1	953	201	21.09	124	14	23	8	2	16	1	0	13	0
Pct 9201	VBM	9201	1	953	229	24.03	131	19	17	10	6	18	8	0	18	0
Pct 9202	Election Day	9202	1	908	184	20.26	123	15	12	5	2	12	2	1	13	0
Pct 9202	VBM	9202	1	908	218	24.01	140	9	19	11	3	17	3	1	15	0
Pct 9203	Election Day	9203	1	968	145	14.98	72	12	3	2	2	28	2	0	24	0
Pct 9203	VBM	9203	1	968	300	30.99	168	22	5	9	5	64	2	0	21	0
Pct 9204	Election Day	9204	1	809	147	18.17	81	4	7	4	4	27	2	0	18	0
Pct 9204	VBM	9204	1	809	223	27.56	115	17	3	3	6	59	5	1	17	0
Pct 9205	Election Day	9205	1	694	113	16.28	76	5	6	1	2	11	3	0	9	0
Pct 9205	VBM	9205	1	694	201	28.96	130	13	7	3	3	24	3	2	14	0
Pct 9206	Election Day	9206	1	887	135	15.22	77	8	5	1	3	31	3	0	8	0
Pct 9206	VBM	9206	1	887	294	33.15	153	20	7	6	7	77	4	0	20	0
Pct 9207	Election Day	9207	1	913	148	16.21	85	8	4	1	2	33	1	0	14	0
Pct 9207	VBM	9207	1	913	249	27.27	141	16	5	5	1	48	7	0	25	0
Pct 9208	Election Day	9208	1	936	147	15.71	84	10	5	2	4	25	3	1	13	0
Pct 9208	VBM	9208	1	936	240	25.64	147	15	6	3	5	37	2	0	25	1
Pct 9209	Election Day	9209	1	675	121	17.93	75	8	5	2	2	20	2	0	8	0
Pct 9209	VBM	9209	1	675	188	27.85	118	9	4	1	2	41	0	1	12	0
Pct 9211	Election Day	9211	1	834	130	15.59	80	7	8	1	1	16	5	0	12	0
Pct 9211	VBM	9211	1	834	212	25.42	118	12	9	4	2	41	4	0	21	0
Pct 9212	Election Day	9212	1	764	121	15.84	62	17	9	2	3	12	1	0	14	1
Pct 9212	VBM	9212	1	764	205	26.83	117	9	9	6	0	36	1	1	22	1
Pct 9213	Election Day	9213	1	890	140	15.73	89	12	13	2	1	12	2	0	9	0
